country_number,avg_rating
0.0,0.8974427354031077
1.0,0.9333333333333332
2.0,0.39
3.0,0.9078702391234086
4.0,0.8896805762184469
5.0,0.8240409529272656
6.0,0.9007514632107023
7.0,0.9597876418495137
8.0,0.8917827449152711
9.0,0.9437750600978235
10.0,0.9220596354937942
11.0,0.8997936806380503
12.0,0.947103896103896
13.0,0.33399999999999996
14.0,0.8586220173219726
15.0,0.8976719253902129
16.0,0.8277298954577225
17.0,0.9123061963916003
18.0,0.8196785714285715
19.0,0.8673863695774072
20.0,0.8997991141479104
21.0,0.8923454118778964
22.0,1.0155544097110325
23.0,0.8930000000000001
24.0,0.7879516537384186
25.0,0.9462982015570733
26.0,0.9306405603956088
27.0,0.8468577596588113
28.0,0.9094405555615281
29.0,0.9581731859410431
30.0,0.8935549321740416
31.0,0.9543247863247863
32.0,0.9566666666666667
33.0,0.8358813338474106
34.0,0.8979477591036413
35.0,0.9524088250930355
36.0,0.8872840486684814
37.0,0.8731125383981463
38.0,0.8962447922217277
39.0,0.9214212353399451
40.0,0.884737594057989
41.0,0.9076237493651883
42.0,0.977644210074602
43.0,0.897027788668494
44.0,0.9169764396940038
45.0,0.57
46.0,0.8035000000000001
47.0,1.0286947515848446
48.0,0.899205712532647
49.0,0.7764880952380953
50.0,0.8112672865314486
51.0,0.9545454707409612
52.0,0.8613315105545734
53.0,0.9927939458023517
54.0,0.985
55.0,0.6018181818181819
56.0,0.9371930116949747
57.0,0.6033333333333334
58.0,0.9648472110078055
59.0,0.8850372008715893
60.0,0.8777640921104365
61.0,0.9533405926926705
62.0,0.892043548298111
63.0,0.6899216524216523
64.0,0.8485384615384615
65.0,0.8867721661054995
66.0,0.9410526315789474
67.0,0.8115368526957311
68.0,0.9091214011316211
69.0,0.9269796216491439
70.0,0.7786947833999537
72.0,0.9272974427487131
73.0,0.7704761904761905
74.0,0.9339385296176844
75.0,0.8886147985619077
76.0,0.9172456919489786
77.0,0.5084
78.0,0.8757458425499225
79.0,0.9088582880028758
80.0,0.9087905996881142
81.0,0.7292982130482133
82.0,0.814991266440996
83.0,0.834646573141558
84.0,0.7345038461538463
85.0,0.9086706477799312
86.0,1.0511271203155819
87.0,0.8328369712821428
88.0,0.941746792841305
89.0,0.89
90.0,0.8808857721936796
91.0,0.8912217816559255
92.0,0.8787699090431705
93.0,0.6893541666666666
94.0,0.5107823129251701
95.0,0.940865163125076
96.0,0.9703812209770517
97.0,0.926157926805968
98.0,0.9290105056980055
99.0,0.8828234277589928
100.0,0.5800595238095237
101.0,0.7397222222222221
102.0,0.9678413186408532
103.0,0.9177545339391817
104.0,0.8948619833210948
105.0,0.9001669356849878
106.0,0.8658405702042066
107.0,0.9846471306471306
108.0,0.9537388959318782
109.0,0.9764805572768281
110.0,0.9269464285714285
111.0,0.7158333333333334
