player_name,rating
!99,0.39
$ally,1.1099999999999999
$h0cK3r,0.64
-AtomiK,0.63
-Backstab,0.5700000000000001
-Ej,0.73
-Fish,1.02
-fLuX,0.74
-ian,0.8425
-stew-,0.6699999999999999
-tribal,0.925
-will,0.86
.K9 ,0.8250000000000001
0I6I,1.11
0i,1.0272413793103443
0ng0wa,0.8000000000000002
0wl,0.66
0°c,1.115
1000000,0.841111111111111
100IAN,0.83
10X,0.78
117,1.29
1212,1.06
1231,0.73
129,0.8766666666666665
1521871,0.88
17csgo,0.8019999999999999
1962,1.1292139737991271
1L'ka,0.88
1Mikey,0.9028571428571429
1NZA,0.66
1YOD4,1.1500000000000001
1amthebeast,0.74
1annN,1.1433333333333333
1faiscaX,0.8799999999999999
1flick,0.9662499999999999
1jakoby,0.87
1ke,0.9470000000000001
1koala,0.88
1kyle,1.0133333333333334
1mpala,1.036153846153846
1mpulse,0.18
1nHuman,1.165
1nfility,0.64
1nsanity,0.8488888888888888
1nvader,0.79
1obockZ',0.782
1osst4ux1,0.8133333333333334
1r0ny,0.8200000000000001
1sinatra,0.98
1summer,0.69
1tee,0.26
1uke,1.049894366197184
1ukey,0.9330555555555554
1west,1.244615384615385
1zoom,0.6799999999999999
23D,0.68
25i,0.99
2766,0.73
28ADR,0.69
2D,0.9760000000000002
2EZZZZZZ,1.205
2Rare2Die,0.76
2k4,0.72
3,0.9607692307692308
3#,0.7628571428571428
300,1.05
30Kyle,0.73
333ed2k,1.0603921568627452
3ARK00Z,1.1019148936170213
3am6es,0.69
3est,0.9566666666666667
3kliksphilip,0.75
3maaaDD,0.46
3nable,0.965
3ve,0.8366666666666666
3yA,0.9949999999999999
41,0.475
420IYOLO,1.17
43,0.73
4314,0.8277777777777777
43tw,0.7966666666666667
44,0.64
49mTTuon,0.8533333333333334
4MPL1FY,0.59
4RL,0.13
4egi,0.89
4k,0.8564285714285713
4ourgot010,0.9054545454545457
4pack,1.0784705882352943
4qu1la,0.7225
4r7yy,0.64
4sh0t,1.1102150537634408
4yk,0.9353571428571428
518,0.63
546,0.946111111111111
5RB6EESHN,0.885
5TRYK#R,0.9600000000000001
5iVe,0.5700000000000001
5innn,0.44
5lav,0.8775510204081632
648,1.070392156862745
666illuminati,1.09
6fingers,1.001891891891892
6pAcK,1.05
720,0.9778260869565218
77,1.2233333333333334
7Rin,1.2375
7ah0,0.8633333333333333
7cents,0.57
7evaN,1.02
7ioni,0.79
7oX1C,0.9133333333333334
7oXiK,1.17
7omsinho,0.69
7ri,0.8733333333333334
7wiCey,0.43
813,1.0311904761904767
8Ball,0.91
8ball1,1.0504545454545453
9/S/,0.9247619047619049
953,0.8
9K0,1.0
9hr,0.62
9ianny,0.7966666666666665
9makasi,0.9
A,0.79
A+^3,0.8400000000000001
A-List,1.1600000000000001
A.H.C,0.325
A.K,0.84
A1b0b,0.49
A1mFlex,0.58
A38,0.655
AAA,1.37
AASENG,0.86
AAustiN,0.9189285714285714
AB,1.0525925925925927
ABRAHAM,0.87125
ACE,0.845
ADHD,0.8866666666666667
ADK,1.013059701492537
ADR1AN,0.99625
ADRON,0.8975000000000001
ADZhika,1.0050000000000001
AE,1.1662576687116568
AERO,0.949746835443038
AEROZ,0.9156666666666667
AFERAX,0.9144444444444445
AFFICHKO,0.866
AGN,0.9503846153846154
AGR,0.495
AIMSTAR,0.67
AIm,0.6808333333333335
AJ,1.0605882352941176
AJP,0.97
AJTT,1.0330434782608697
AJaxz,0.7033333333333333
AK-Akkie,1.025
AK9L,0.67
AKE,0.9915384615384616
AKIMOV,0.942
AKUMAAAAA,0.78
AKim,0.5883333333333333
AL1AS,0.5349999999999999
ALEKSANDAR,0.9564285714285715
ALEX,1.085332581736189
ALEXJ,0.9874999999999999
ALIK,0.935
ALKEE,0.8200000000000001
ALLE,1.0345054945054943
ALLIN,1.09
ALM1GHTY,1.03
ALONSO,0.9537500000000001
ALONZO,0.78
AM,0.93
AMD,0.9125
AMR,0.73
AN0N,0.7649999999999999
ANASTAZE,1.036153846153846
ANDROID,1.0848648648648658
ANGE1,1.058298969072165
ANGELKAA,1.055
ANGER,0.75
ANKEL,1.495
ANSiN,0.8899999999999999
ANTON,0.9237500000000001
ANa,1.1879411764705878
AOLOVELL,1.1
APE,0.9652032520325203
APEHEHE,0.959166666666667
AR5,0.8133333333333334
ARA,0.93
ARCTURUS,1.17
ARMi ,0.74
ARSENY,0.83625
ARTeMis,1.072941176470588
ARZi,0.76
ARaZon,0.9
ASERE,0.48
AStRO,0.68
ATAAA,0.5
ATESY,1.0
ATIX,1.06
ATR,0.91
AUDIOVISION,0.97
AWK,0.8899999999999999
AWood,0.26
AZA,0.7675
AZE,0.64
AZEX,0.63
AZK,1.051333333333333
AZR,1.0719589552238804
AZRAE1,0.9866666666666667
Aabelii,0.57
Aaqeeb,0.8150000000000001
Aarkhal,1.12
AaroN,1.0571698113207544
Aaron,0.975384615384615
AbSyN,0.8466666666666667
Abdurr,1.05625
Abell,0.5
Abiii,1.1742857142857144
AboM6r,0.85
About 30 Ninjas,0.29
AbuJames,0.8033333333333333
Abyss,0.692
Ace,1.0901675977653629
Acecube,0.53
Aceflyin,1.19
Aceqt,1.08
Achellis,0.47
Achillexx,0.76
Acil,0.83
AcilioN,1.0284803001876175
Acomi,1.03
Acrim,0.9618181818181817
Active,0.75
Ad1,0.8
AdRyaan,0.9400000000000001
Adam9130,1.0510526315789477
AdamJW,1.065
AdamW,1.2433333333333334
Adamcheck,0.8300000000000001
Addy,0.7399999999999999
Adil,0.8561904761904762
Adlane,1.0358974358974358
AdnanN,0.86
AdreN,1.0835129740518967
AdrenalICE,0.64
Aduka,0.825
Advice,0.6599999999999999
Advo,0.82
Aee1essN,1.00125
Aeneemal,0.46
AeonsCS,0.26
Aerial,1.1779879879879884
Aero,0.985
Afghan,0.7875000000000001
Afrika,0.93
Agentbradz_1,0.8500000000000001
Agonibb,0.9009999999999998
Ahmad,1.02
Ahmadino,0.71
Ahven,1.0150000000000001
AiM,0.9338461538461539
Aidan,1.0
AidanWHO,0.8240000000000001
AidenkG,0.755
AidreN,0.9899999999999999
Aidy,0.748
Aika,0.9700000000000001
Aikas,1.0534328358208958
Ailey,1.022
Aim,0.67
Aim-,0.8379999999999999
Ainz,0.885
AirWave,0.6766666666666667
Air_Wind,0.77
AiyvaN,1.0941176470588236
Ak HERO,1.75
AkU,0.91
Akadema,1.0250000000000001
Akathevirus,1.0666666666666667
Akino,0.9056000000000001
AkiraSZ,1.0
Akki,0.87
Akoriente,0.78
AkuLa,0.7140000000000001
Akward,1.17
Aky,1.1387500000000002
AlaNDieg0R,0.9530952380952378
AlankBrito,0.39
Alarcón,0.6333333333333333
Alaska,0.7583333333333333
Albatraoz,0.43333333333333335
Alcatraz,1.08
Alchemist,0.52
Ale,0.5
AlekS,1.077974683544304
Aleksib,1.1175498575498577
Alel,1.10125
Alex,0.9524999999999999
AlexBorg,1.16
AlexFuryK,0.7375
AlexV,0.79
Alexdb,0.6950000000000001
Alexe1337,0.38
Alfard,1.1577777777777778
Alghan1m,0.885
AliNshz,0.71
AlicPond,0.8795652173913046
AlirezawOw,0.9550000000000001
AlleNNN,0.9225000000000001
Allen,0.96
Allew,0.95
AllmaN,1.0966666666666667
AlluM3tt3,0.9354347826086955
Allurin,1.105
Almighty,0.765
Almirante,1.03
Alphaa,0.65
Alphacolt,0.64
Altekz,0.57
Alter,0.7533333333333333
Alucard1,1.212
Aluminium,0.91
Alvin,0.9550000000000001
Alx,1.0139999999999998
Alxplx,0.7
Aly67,0.5650000000000001
Alze,0.505
AmaNEk,1.1545066666666661
Amaterasu,1.0151388888888886
Amazed,0.745
Amazing,1.5566666666666666
Amped,0.9081818181818183
Amsterdam,0.9366666666666669
An4K,0.735
AnGrA,0.35
AnJ,1.1315289256198349
AnKy,1.1033333333333333
Ana.Rchist,0.69
AnageR,1.1375
Anakil,0.745
Anarchist,0.84
Anarchyz,0.8174999999999999
Ancient,0.32
And,1.1575
And1k,0.6166666666666667
Anders,0.61
Andersen,0.91
Andersin,1.0654838709677419
Andi,1.1433333333333333
Andinise,0.82
Andkilde,1.0572093023255815
AndresR,0.85
Andrew,0.9695294117647056
Andrikuh,1.025
Andru,1.0794117647058827
AndyPisky,1.095
Andyy,1.0588392857142854
Ange,0.9646666666666662
AngeL,0.6439999999999999
Angedu,0.86
Angel,0.37999999999999995
Angelwingz,0.84
Anhuin,1.052
Anima,0.8999999999999998
AnjK,1.25
Anker,0.818
Annie SQ,0.84
Annihilation,0.968
Anomaly,0.886774193548387
Anonim,0.705
Anonymoose,1.08
Another,0.68
Ant1death,0.9339999999999999
Ant1ka,1.1481249999999998
AntO_oNNN,0.54
Ante,1.5299999999999998
Anthony,0.9161538461538462
Anthonya,0.738
Anthraxxx,0.4
Antidote,1.152708333333333
Antii,0.71
Anv1k,0.9125
AnyOne,0.99
Anzoh,1.046086956521739
Ao,0.8859999999999999
Apaxi,0.85
ApeX,0.8766666666666666
ApexSG,0.52
Apocalypse,0.9764516129032257
AppleDance ,0.93
Apries,1.0608333333333335
Apsod,1.095
Aqula,0.83
Ar,0.8875675675675675
Ar1es,0.95
Ar1s,0.7749999999999999
Ar3syK,0.9768292682926832
Ar4gorN,0.57
ArS,0.8931428571428571
ArT,0.9719999999999999
Arbiter,1.0276190476190474
ArcEvo,0.8500000000000001
Arcadia,0.78
Arcelo,0.9875
Arch,0.47
Archa1c,1.015
Archer,0.52
Archiello,0.8900000000000001
